intblock_id,country_code,include_type,status,joined,left
ACTHPR,NG,country,member,,
ACTHPR,RW,country,member,,
ACTHPR,SN,country,member,,
ACTHPR,TD,country,member,,
ACTHPR,TG,country,member,,
ACTHPR,TN,country,member,,
ACTHPR,TZ,country,member,,
ACTHPR,UG,country,member,,
ACTHPR,ZA,country,member,,
ACTHPR,ZM,country,member,,
ACTO,BO,country,founding_member,1978-07-03,
ACTO,BR,country,founding_member,1978-07-03,
ACTO,CO,country,founding_member,1978-07-03,
ACTO,EC,country,founding_member,1978-07-03,
ACTO,GY,country,founding_member,1978-07-03,
ACTO,PE,country,founding_member,1978-07-03,
ACTO,SR,country,founding_member,1978-07-03,
ACTO,VE,country,founding_member,1978-07-03,
ACU,AG,country,member,,
ACU,AU,country,member,,
ACU,BB,country,member,,
ACU,BD,country,member,,
ACU,BN,country,member,,
ACU,BS,country,member,,
ACU,BW,country,member,,
ACU,BZ,country,member,,
ACU,CA,country,member,,
ACU,CM,country,member,,
ACU,CY,country,member,,
ACU,DM,country,member,,
ACU,FJ,country,member,,
ACU,GB,country,member,,
ACU,GD,country,member,,
ACU,GH,country,member,,
ACU,GI,country,member,,
ACU,GY,country,member,,
ACU,HK,country,member,,
ACU,IN,country,member,,
ACU,JM,country,member,,
ACU,KE,country,member,,
ACU,KI,country,member,,
ACU,KN,country,member,,
ACU,LC,country,member,,
ACU,LK,country,member,,
ACU,LS,country,member,,
ACU,MT,country,member,,
ACU,MU,country,member,,
ACU,MV,country,member,,
ACU,MW,country,member,,
ACU,MY,country,member,,
ACU,MZ,country,member,,
ACU,NA,country,member,,
ACU,NG,country,member,,
ACU,NR,country,member,,
ACU,NZ,country,member,,
ACU,PG,country,member,,
ACU,PK,country,member,,
ACU,RW,country,member,,
ACU,SB,country,member,,
ACU,SC,country,member,,
ACU,SG,country,member,,
ACU,SL,country,member,,
ACU,SZ,country,member,,
ACU,TO,country,member,,
ACU,TT,country,member,,
ACU,TV,country,member,,
ACU,TZ,country,member,,
ACU,UG,country,member,,
ACU,VC,country,member,,
ACU,VU,country,member,,
ACU,WS,country,member,,
ACU,ZA,country,member,,
ACU,ZM,country,member,,
ACU,ZW,country,member,,
ADB,AF,country,member,,
ADB,AM,country,member,,
ADB,AT,country,member,,
ADB,AU,country,member,,
ADB,AZ,country,member,,
ADB,BD,country,member,,
ADB,BE,country,member,,
ADB,BN,country,member,,
ADB,BT,country,member,,
ADB,CA,country,member,,
ADB,CH,country,member,,
ADB,CK,country,member,,
ADB,CN,country,member,,
ADB,DE,country,member,,
ADB,DK,country,member,,
ADB,ES,country,member,,
ADB,FI,country,member,,
ADB,FJ,country,member,,
ADB,FM,country,member,,
ADB,FR,country,member,,
ADB,GB,country,member,,
ADB,GE,country,member,2007,
ADB,HK,country,member,,
ADB,ID,country,member,,
ADB,IE,country,member,,
ADB,IL,country,member,2024,
ADB,IN,country,member,,
ADB,IT,country,member,,
ADB,JP,country,member,,
ADB,KG,country,member,,
ADB,KH,country,member,,
ADB,KI,country,member,,
ADB,KR,country,member,,
ADB,KZ,country,member,,
ADB,LA,country,member,,
ADB,LK,country,member,,
ADB,LU,country,member,,
ADB,MH,country,member,,
ADB,MM,country,member,,
ADB,MN,country,member,,
ADB,MV,country,member,,
ADB,MY,country,member,,
ADB,NL,country,member,,
ADB,NO,country,member,,
ADB,NP,country,member,,
ADB,NR,country,member,,
ADB,NU,country,member,2019,
ADB,NZ,country,member,,
ADB,PG,country,member,,
ADB,PH,country,member,,
ADB,PK,country,member,,
ADB,PT,country,member,,
ADB,PW,country,member,,
ADB,SB,country,member,,
ADB,SE,country,member,,
ADB,SG,country,member,,
ADB,TH,country,member,,
ADB,TJ,country,member,,
ADB,TL,country,member,,
ADB,TM,country,member,,
ADB,TO,country,member,,
ADB,TR,country,member,,
ADB,TV,country,member,,
ADB,TW,country,member,,
ADB,US,country,member,,
ADB,UZ,country,member,,
ADB,VN,country,member,,
ADB,VU,country,member,,
ADB,WS,country,member,,
ADF,AF,country,member,,
ADF,BD,country,member,,
ADF,BT,country,member,,
ADF,FM,country,member,,
ADF,KG,country,member,,
ADF,KH,country,member,,
ADF,KI,country,member,,
ADF,LA,country,member,,
ADF,LK,country,member,,
ADF,MH,country,member,,
ADF,MM,country,member,,
ADF,MN,country,member,,
ADF,MV,country,member,,
ADF,NP,country,member,,
ADF,NR,country,member,,
ADF,PG,country,member,,
ADF,PK,country,member,,
ADF,PW,country,member,,
ADF,SB,country,member,,
ADF,TJ,country,member,,
ADF,TL,country,member,,
ADF,TO,country,member,,
ADF,TV,country,member,,
ADF,VN,country,member,,
ADF,VU,country,member,,
ADF,WS,country,member,,
ADPC,AF,country,participant,,
ADPC,BD,country,founding_member,,
ADPC,BT,country,participant,,
ADPC,CN,country,founding_member,,
ADPC,ID,country,participant,,
ADPC,IN,country,founding_member,,
ADPC,IR,country,participant,,
ADPC,JO,country,participant,,
ADPC,KH,country,founding_member,,
ADPC,KR,country,participant,,
ADPC,KZ,country,participant,,
ADPC,LA,country,participant,,
ADPC,LK,country,founding_member,,
ADPC,MN,country,participant,,
ADPC,MV,country,participant,,
ADPC,MY,country,participant,,
ADPC,NP,country,founding_member,,
ADPC,PG,country,participant,,
ADPC,PH,country,founding_member,,
ADPC,PK,country,founding_member,,
ADPC,TH,country,founding_member,,
ADPC,TL,country,participant,,
ADPC,VN,country,participant,,
AEC,AO,country,founding_member,1992-04-11,
AEC,BF,country,founding_member,1992-05-19,
AEC,BI,country,founding_member,1992-08-05,
AEC,BJ,country,member,1999-05-10,
AEC,BW,country,founding_member,1996-06-27,
AEC,CD,country,founding_member,1993-06-19,
AEC,CF,country,founding_member,1993-06-18,
AEC,CG,country,founding_member,1996-07-30,
AEC,CI,country,founding_member,1993-02-22,
AEC,CM,country,founding_member,1995-12-20,
AEC,CV,country,founding_member,1993-04-12,
AEC,DZ,country,founding_member,1995-06-21,
AEC,EG,country,founding_member,1992-12-18,
AEC,EH,country,founding_member,1992-08-25,
AEC,ET,country,founding_member,1992-11-05,
AEC,GA,country,founding_member,2007-11-06,
AEC,GH,country,founding_member,1991-09-25,
AEC,GM,country,founding_member,1993-04-20,
AEC,GN,country,founding_member,1992-07-17,
AEC,GQ,country,founding_member,2002-12-20,
AEC,GW,country,founding_member,1992-06-24,
AEC,KE,country,founding_member,1993-06-18,
AEC,KM,country,founding_member,1994-06-06,
AEC,LR,country,founding_member,1993-06-23,
AEC,LS,country,founding_member,1997-08-12,
AEC,LY,country,founding_member,1992-11-02,
AEC,MA,country,member,2017-04-13,
AEC,ML,country,founding_member,1992-11-13,
AEC,MR,country,founding_member,2001-11-20,
AEC,MU,country,founding_member,1992-02-14,
AEC,MW,country,founding_member,1993-06-26,
AEC,MZ,country,founding_member,1992-05-14,
AEC,NA,country,founding_member,1992-06-28,
AEC,NE,country,founding_member,1992-06-22,
AEC,NG,country,founding_member,1991-12-31,
AEC,RW,country,founding_member,1993-10-01,
AEC,SC,country,founding_member,1991-10-11,
AEC,SD,country,founding_member,1993-02-08,
AEC,SL,country,founding_member,1994-03-15,
AEC,SN,country,founding_member,1992-02-26,
AEC,ST,country,founding_member,1993-06-02,
AEC,SZ,country,member,2001-06-06,
AEC,TD,country,founding_member,1993-06-26,
AEC,TG,country,founding_member,1998-05-05,
AEC,TN,country,founding_member,1994-05-03,
AEC,TZ,country,founding_member,1992-01-10,
AEC,UG,country,founding_member,1991-12-31,
AEC,ZA,country,member,2001-05-31,
AEC,ZM,country,founding_member,1992-10-26,
AEC,ZW,country,founding_member,1991-11-06,
AES,BF,country,member,2023-09-16,
